soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Operator Kilang Minyak,Refinery Operator;Petroleum Pump System Operator;Gauger,umum,,Energi & Pertambangan|Manufaktur & Otomotif,2,R,"Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines."
51-8099.00,"Plant and System Operators, All Other",Operator Pabrik/Sistem Lainnya,Plant and System Operator,umum,kategori catch-all,Energi & Pertambangan|Manufaktur & Otomotif,,,All plant and system operators not listed separately.
51-8099.01,Biofuels Processing Technicians,Teknisi Pengolahan Biofuel,Biofuels Processing Technician,umum,relevan dengan program biodiesel (mis. B35) di Indonesia,Energi & Pertambangan|Manufaktur & Otomotif,2,R,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections."
51-9011.00,Chemical Equipment Operators and Tenders,Operator Peralatan Proses Kimia,Chemical Operator,terbatas,"Relevan di pabrik home & personal care (deterjen, sabun), bukan makanan/minuman.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels."
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Operator Mesin Filtrasi/Pemisahan,Operator Mesin Penyaring,terbatas,"perlu verifikasi; istilah sangat teknis-generik, jarang dipakai persis di lowongan Indonesia, biasanya masuk kategori Operator Produksi.",FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials t"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Operator Mesin Giling/Crusher,Operator Mesin Penggilingan,terbatas,"Relevan untuk penggilingan kopi/rempah/biji-bijian, bukan istilah lintas FMCG umum.",FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber."
51-9022.00,"Grinding and Polishing Workers, Hand",Pekerja Gerinda/Poles Manual,Hand Grinder/Polisher,tidak_relevan,"Deskripsi mengarah ke logam/kayu/batu/kaca, bukan pekerjaan FMCG (makanan/minuman/personal care).",Manufaktur & Otomotif,2,R,"Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers."
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Operator Mixing/Blending,Operator Pencampuran,umum,,FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients."
51-9031.00,"Cutters and Trimmers, Hand",Pekerja Potong/Trim Manual,Hand Cutter,tidak_relevan,"Deskripsi mengarah ke karpet/kain/batu/kaca/karet, bukan tipikal FMCG.",Manufaktur & Otomotif,2,R,"Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber."
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Operator Mesin Potong/Slicing,Operator Mesin Pemotong,terbatas,"Relevan untuk pemotongan bahan pangan (roti, keju), tapi cakupan O*NET juga meliputi kaca/kertas/karet non-FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material."
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Operator Mesin Extruding/Cetak,Operator Mesin Pencetak,umum,"Relevan untuk produksi snack ekstrusi, sabun, dan produk cetak lain di FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics."
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Operator Oven/Kettle/Pengering,Operator Mesin Pemanas,terbatas,"perlu verifikasi; tumpang tindih dengan peran roasting/drying pangan, di FMCG makanan biasanya masuk sebutan umum Operator Produksi.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap."
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",QC Inspector / Staff Sortir & Timbang,Quality Inspector;Checker,umum,,FMCG|Manufaktur & Otomotif,2,R,"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment."
51-9071.00,Jewelers and Precious Stone and Metal Workers,Perajin Perhiasan,Jeweler,tidak_relevan,"Sektor perhiasan, bukan FMCG.",FMCG|Manufaktur & Otomotif,3,R,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems."
51-9071.06,Gem and Diamond Workers,Pekerja Batu Permata/Berlian,Gem Cutter,tidak_relevan,"Sektor perhiasan, bukan FMCG.",FMCG|Manufaktur & Otomotif,3,R,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools."
51-9081.00,Dental Laboratory Technicians,Teknisi Laboratorium Gigi,Dental Technician,tidak_relevan,"Sektor kesehatan gigi, bukan FMCG.",FMCG|Manufaktur & Otomotif,2,R,Construct and repair full or partial dentures or dental appliances.
51-9082.00,Medical Appliance Technicians,Teknisi Alat Kesehatan/Ortotik-Prostetik,Medical Appliance Technician,tidak_relevan,"Sektor alat kesehatan, bukan FMCG.",FMCG|Manufaktur & Otomotif,3,R,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances."
51-9083.00,Ophthalmic Laboratory Technicians,Teknisi Laboratorium Optik,Ophthalmic Technician,tidak_relevan,"Sektor optik, bukan FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters."
51-9111.00,Packaging and Filling Machine Operators and Tenders,Operator Mesin Packing/Filling,Operator Pengemasan;Packing Operator,umum,,FMCG|Manufaktur & Otomotif,2,R,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.
51-9123.00,"Painting, Coating, and Decorating Workers",Pekerja Pengecatan/Pelapisan/Dekorasi,Finishing Worker,tidak_relevan,"Deskripsi mengarah ke furnitur/kaca/keramik, bukan tipikal FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather."
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Operator Mesin Coating/Spray,Operator Mesin Pelapisan,tidak_relevan,"Deskripsi mengarah ke produk non-FMCG (kaca, keramik, logam); coating di FMCG (mis. kembang gula/tablet) sangat niche.",Manufaktur & Otomotif,2,R,"Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transpor"
51-9141.00,Semiconductor Processing Technicians,Teknisi Proses Semikonduktor,Semiconductor Technician,tidak_relevan,"Sektor elektronik, bukan FMCG.",FMCG|Manufaktur & Otomotif,2,R,Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and 
51-9151.00,Photographic Process Workers and Processing Machine Operators,Operator Pemrosesan Foto,Photo Lab Technician,tidak_relevan,"Sektor fotografi, bukan FMCG.",FMCG|Manufaktur & Otomotif|Kreatif & Media Digital,2,R,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.
51-9161.00,Computer Numerically Controlled Tool Operators,Operator Mesin CNC,CNC Operator,terbatas,"Relevan di bengkel mold/perkakas cetakan kemasan FMCG, tapi bukan peran inti FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment."
51-9162.00,Computer Numerically Controlled Tool Programmers,Programmer Mesin CNC,CNC Programmer,terbatas,"Niche pada bengkel mold/tooling, bukan operasi FMCG inti.",FMCG|Manufaktur & Otomotif,2,C,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment."
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Operator Mesin Pengeleman,Operator Bonding,terbatas,"Relevan untuk perekatan karton/kemasan, tapi jarang jadi judul jabatan berdiri sendiri di Indonesia.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials."
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Operator Mesin Pencuci/Sterilisasi (CIP),Operator Cleaning;Bottle Washer,terbatas,"Relevan di pabrik minuman (pencucian botol/CIP - Clean in Place), kurang relevan untuk sub-sektor FMCG lain.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities."
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Operator Mesin Pendingin/Freezer,Operator Cold Storage,umum,"Relevan di produk es krim, daging beku, makanan beku.",FMCG|Manufaktur & Otomotif,2,R,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals."
51-9194.00,Etchers and Engravers,Pengukir/Etsa,Engraver,tidak_relevan,Bukan peran FMCG khas.,FMCG|Manufaktur & Otomotif,2,R,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers."
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Operator Cetak/Molding (Non-Logam/Plastik),Molder,terbatas,"perlu verifikasi; relevan untuk cetak lilin/produk tertentu, sangat niche di FMCG.",FMCG|Manufaktur & Otomotif,2,R,"Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials."
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Pemotong/Pengukir Batu,Stone Carver,tidak_relevan,"Sektor batu/konstruksi, bukan FMCG.",FMCG|Manufaktur & Otomotif,2,R,Cut or carve stone according to diagrams and patterns.
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Peniup/Pencetak Kaca,Glass Blower,terbatas,"Relevan di pabrik kemasan gelas/botol kaca untuk minuman, tapi termasuk sub-kontraktor kemasan, bukan pekerja FMCG langsung.",FMCG|Manufaktur & Otomotif,2,R,Shape molten glass according to patterns.
51-9195.05,"Potters, Manufacturing",Operator Produksi Keramik/Gerabah,Potter,tidak_relevan,"Sektor keramik, bukan FMCG.",FMCG|Manufaktur & Otomotif,3,R,"Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products."
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Operator Mesin Kemasan Kertas/Karton,Operator Mesin Corrugator;Carton Machine Operator,umum,Relevan untuk produksi kemasan karton/kertas FMCG.,FMCG|Manufaktur & Otomotif,2,R,"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products."
51-9197.00,Tire Builders,Pembuat Ban,Tire Builder,tidak_relevan,"Sektor ban/otomotif, bukan FMCG.",FMCG|Manufaktur & Otomotif,2,R,Operate machines to build tires.
51-9198.00,Helpers--Production Workers,Helper Produksi,Production Helper,umum,,FMCG|Manufaktur & Otomotif,2,R,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment."
51-9199.00,"Production Workers, All Other",Operator Produksi (Lainnya),Production Worker,umum,Kategori catch-all O*NET.,FMCG|Manufaktur & Otomotif,,,All production workers not listed separately.
